name,img_link,description,tags,ingredients,recipe,about
After Sex,/media/k2/items/cache/814d386f5c4138112e5fa70430be6661_S.jpg,Le cocktail After Sex : la recette d'une vodka-orange avec de la crème de banane.,Direct au verre; Jus d’orange; Vodka,4 cl de vodka; 2 cl de crème de banane; 9 cl de jus d'orange,"Remplir le verre de glace.; Verser dans le verre la vodka, la crème de banane puis le jus d'orange.; Remuer à l'aide d'une cuillère à mélange.","Le cocktail After Sex est une variante du Screwdriver dans lequel on rajoute de la crème de banane.; Pour un After Sex encore plus savoureux, vous pouvez utiliser du jus d'orange fraîchement pressé."
Hairy Navel,/media/k2/items/cache/f7f8c4727a011019fe43a7eaa92bf9a5_S.jpg,"Le Hairy Navel : un cocktail aux saveurs fruitées qui signifie ""nombril poilu"".",Direct au verre; Jus d’orange; Vodka; Liqueur / crème de pêche,3 cl de vodka; 3 cl de Peach Schnapps (liqueur de pêche); 9 cl de jus d'orange,"Remplir un verre de glace.; Insérer directement dans le verre la vodka, la liqueur de pêche et le jus d'orange.; Remuer à l'aide d'une cuillère à mélange.; Décorer avec une tranche d'orange et une cerise.","Le cocktail Hairy Navel est une variante du cocktail Fuzzy Navel. Le nom de ce cocktail se traduit par ""nombril poilu"", mais c'est une variété d'orange appelée Navel qui est à l'origine de ce nom.; Tout comme son cousin, il est préférable d'utiliser du jus d'orange fraîchement pressé dans cette recette."
Banana Bliss,/media/k2/items/cache/51a3864ed3ad604d2340c3f8fe249f94_S.jpg,Le Banana Bliss : un cocktail à base de brandy et liqueur de banane à siroter en digestif.,Au verre à mélange; Brandy; Liqueur / crème de banane,4 cl de brandy (Cognac...); 4 cl de liqueur de banane,Versez le brandy et la crème de banane dans un verre à mélange à moitié rempli de glaçons.; Remuer à l'aide d'une cuillère à mélange.; Verser dans un verre à cocktail en filtrant la glace.,"D'origine inconnue, le cocktail Banana Bliss est composé à parts égales de cognac et de liqueur de banane. ""Bliss"" signifie bonheur en français, et ""Banana"" nous vous laissons deviner :)"
Milano Torino,/media/k2/items/cache/milano-torino-400.jpg,Le Milano Torino (ou Milan-Turin) : l'ancêtre des fameux Américano et Négroni.,Direct au verre; Cocktail classique; Campari; Vermouth rouge,4 cl de Campari; 4 cl de vermouth rouge (Martini...),Verser directement le Campari et le vermouth rouge dans un verre contenant quelques glaçons.; Garnir avec 1 ou 2 demi-rondelles d'orange.,"Le Milano-Torino voit le jour dans les années 1860, à une époque où l’Italie développe une forte culture de l’aperitivo. Son nom fait référence aux villes d’origine de ses ingrédients principaux :; Ce cocktail est servi pour la première fois au Caffè Camparino, le célèbre bar milanais fondé par Gaspare Campari lui-même. Son goût amer et équilibré séduit rapidement les amateurs d’apéritifs, et il devient un classique des cafés et bars italiens."
Bahia,/media/k2/items/cache/bd9435f235cb4005045f2e6c43e9346a_S.jpg,Le cocktail Bahia : l'ancêtre de la Pina Colada !,Au blender; Rhum; Jus d’ananas; Crème et lait de coco,"5 cl de rhum (jamaïcain, porto-ricain); 7 cl de jus d'ananas; 3 cl de crème de coco Lopez","Mixer au blender avec de la glace le rhum, le jus d'ananas et la crème de coco.; Verser dans un verre.; Décorer avec un brin de menthe et/ou fruits exotiques sur le bord de verre.","L’histoire exacte du Bahia reste floue, mais il aurait vu le jour dans les années 1950-1960, une période marquée par la popularité croissante des cocktails tropicaux aux États-Unis et en Europe."
Love in the afternoon,/media/k2/items/cache/5f9ec0b2e765a617089a13fe6f9b5c6d_S.jpg,Le cocktail Love in the afternoon : une recette très fruitée à goûter absolument.,Au blender; Jus d’orange; Crème fraîche; Sirop de sucre; Crème et lait de coco; Rhum ambre,"4,5 cl de rhum ambré; 4 cl de jus d'orange; 1,5 cl de crème de noix de coco; 1 cl de crème légère; 1 cl de sirop de sucre; 5 fraises","Passer tous les ingrédients au blender avec de la glace, sauf 1 fraise à garder pour la déco finale.; Verser dans le verre.; Décorer avec la fraise restante sur le bord du verre.","Le cocktail Love in the afternoon est une délicieuse recette très fruitée à tester au moins une fois, on peut trouver des recettes avec de la liqueur de fraises en plus mais cette dernière peut légèrement dénaturer les vraies saveurs de fraises fraîches déjà présentes dans le cocktail."
Milk-Shake Mojito,/media/k2/items/cache/00c636e00bee0ba03b364841363f738b_S.jpg,Le Milk-Shake Mojito : le cocktail préféré des français en version milkshake !,Au blender; Lait; Sirop saveur rhum,1 boule de glace à la menthe; 1 boule de glace au citron vert; 3 cl de sirop saveur rhum; 15 cl de lait,"Passer au blender avec quelques glaçons les boules de glace, le sirop saveur rhum et le lait.; Verser dans un verre.; Décorer avec un brin de menthe.",Ce Milk-Shake Mojito signé Cocktail Mag retrouve toutes les saveurs des vrais mojitos !
Vin Chaud,/media/k2/items/cache/4b9f9da50cf2f358abdcd4a4321104f9_S.jpg,Le vin chaud : un grand classique de la saison hivernale.,Direct au verre; Sirop de sucre; Vin rouge,"13 cl de vin rouge; 2 cl de sirop de sucre; 1 rondelle d'orange; Épices moulues (cannelle, clous de girofle, noix de muscade)",Faire chauffer le sirop de sucre et le vin rouge.; Verser dans le verre.; Insérer une rondelle d'orange et saupoudrer d'épices moulues.,"Appelé Mulled Wine à l'étranger, le Vin chaud est une célèbre boisson souvent consommée pendant la période de Noël et qui remonte à l'empire romain.; Libre à vous d'y rajouter selon votre goût d'autres ingrédients tel que de l'anis étoilé ou autre."
Mitch Martini,/media/k2/items/cache/bc04f87b1442e82a9d7828879f80552b_S.jpg,Le cocktail Mitch Martini : une recette fruitée enrichie par une vodka à l'herbe de bison.,Au shaker; Vodka; Jus de pomme; Liqueur / crème de pêche; Sirop de fruits de la passion,"4 cl de vodka à l'herbe de bison (Zubrowka); 0,5 cl de crème de pêche; 2 cl de jus de pomme; 0,5 cl de sirop de fruit de la passion","Frapper au shaker la vodka, la crème de pêche, le jus de pomme et le sirop de fruit de la passion.; Filtrer dans un verre.; Garnir avec un zeste de citron.","​Le Mitch Martini est un cocktail apparu vers 1997-1998, créé par Giovanni Burdi au bar ""Match EC1"" situé à Clerkenwell, Londres. La recette originale met en avant la Zubrowka, une vodka polonaise aromatisée à l'herbe de bison."
Monkey Gland,/media/k2/items/cache/dc9e231f652301f80ea8e901bd9ec18a_S.jpg,Le cocktail Monkey Gland : un nom qui évoque la greffe des testicules de singe pratiquée sur l'homme.,Cocktail classique; Au shaker; Jus d’orange; Sirop de grenadine; Gin; Absinthe,"2,5 cl de gin; 1 cl d'absinthe; 3 cl de jus d'orange; 0,5 cl de sirop de grenadine","Frapper au shaker le gin, l'absinthe, le jus d'orange et le sirop de grenadine.; Filtrer dans une coupe.","Le Monkey Gland est né en 1920, à une époque où l'on était fasciné par les progrès de la science et de la médecine. L’histoire du cocktail est souvent attribuée à Frank Meier, un célèbre barman du Ritz Paris, un établissement qui est devenu, à l'époque, le centre névralgique des soirées mondaines et des cocktails sophistiqués. Cependant, une autre version affirme que c'est un autre barman, Henry McElhone, qui aurait été à l'origine de la création de cette boisson."
Caïpirissima,/media/k2/items/cache/fc2062aef352f80dc2215f346ba9ce28_S.jpg,Le cocktail Caïpirissima : une variante au rhum de la Caïpirinha.,Direct au verre; Rhum,5 cl de rhum; 1 demi citron vert; 2 cuillères à café de sucre / cassonade,Découper le demi citron vert en quartiers.; Insérer les quartiers de citron ainsi que le sucre dans le verre.; Piler à l'aide d'un pilon.; Remplir le verre de glace pilée.; Finir en versant le rhum.,Le cocktail Caipirissima est une variante de la fameuse Caipirinha où le rhum remplace la Cachaça.; La recette de la Caïpirissima est quasiment identique à celle du Ti Punch.
Acapulco Gold,/media/k2/items/cache/4147ca3af8bf81f64b5d738c371bfecb_S.jpg,Le Acapulco Gold : un cocktail sans alcool très onctueux.,Au shaker; Crème fraîche; Jus d’ananas; Crème et lait de coco; Jus de raisin,9 cl de jus d'ananas; 5 cl de jus de raisin; 3 cl de crème ou lait de coco; 3 cl de crème fouettée,"Préparer 3cl de crème fouettée.; Remplir un verre de glace pilée.; Frapper au shaker le jus d'ananas, le jus de raisin, la crème de coco et la crème fouettée.; Verser le contenu dans le verre en filtrant la glace du shaker.",Le cocktail Acapulco Gold est un cocktail sans alcool dont on ne dispose pas d'information quant à l'origine de sa recette.
Nutty Irishman,/media/k2/items/cache/b262fcb3a88d76445a5d5d6ad933cf2d_S.jpg,Le cocktail Nutty Irishman : un apéritif qui met à l'honneur une savoureuse liqueur de noisette italienne.,Direct au verre; Baileys; Liqueur / crème de noisette,4 cl de Baileys; 4 cl de liqueur de noisette (Frangelico),Remplir un verre old-fashioned de glace.; Insérer la crème de whisky et la liqueur de noisette.; Remuer à l'aide d'une cuillère à mélange.,"Le cocktail Nutty Irishman est parfois réalisé avec un peu de lait ou crème légère en plus. Aucune information sur l'origine de ce cocktail mais une chose est certaine, il se réalise avec du ""Frangelico"", une liqueur de noisette italienne.; Fabriquée dans le Piémont (nord-ouest de l'Italie), le Frangelico est obtenu par infusion du distillat de noisette avec notamment du cacao, de la vanille et des herbes. Très bien conçue, la forme de la bouteille évoque la silhouette d'un moine."
Raspberry & Mint Martini,/media/k2/items/cache/42bfbea03cce865b2f6f3be1a87895b7_S.jpg,Le Raspberry & Mint Martini : un cocktail réalisé avec de la menthe et des framboises fraîches.,Au shaker; Vodka; Sirop de sucre; Menthe fraîche,4 cl de vodka; 1 cl de sirop de sucre (1 cuillère à café); 8 framboises fraîches; 4 feuilles de menthe,"Piler dans le shaker les framboises avec les feuilles de menthe.; Y ajouter les glaçons, la vodka et le sirop de sucre.; Frapper au shaker puis verser dans un verre à cocktail en filtrant la glace.","Le cocktail Raspberry & Mint Martini, dont l'origine n'est pas connue, fait partie de la famille des ""fresh fruit martinis"" dont le but est de mélanger des fruits frais avec une eau-de-vie, généralement de la vodka voire du gin."
Amazonas,/media/k2/items/cache/4e0d2946bafc44e656cf2886c0b75bb2_S.jpg,Le cocktail Amazonas : une recette rafraîchissante et sans alcool à base de mangues.,Au shaker; Jus de citron; Angostura bitters; Jus de mangue,15 cl de jus de mangue; 3 cl de jus de citron pressé et filtré; Quelques gouttes d'Angostura bitters; 1 mangue,"Découper la mangue en quartiers puis les insérer directement dans le verre.; Frapper au shaker le jus de mangue, le jus de citron et l'Angostura bitters.; Verser dans le verre en filtrant la glace du shaker.; Décorer avec des quartiers de mangue et rondelles de citron sur le bord du verre ou sur un pique en bois.","Aucune information quant à l'origine du cocktail Amazonas qui est aussi le nom d'un État du Brésil ayant pour capitale Manaus.; Les Amazonas se veulent quoiqu'il en soit très rafraîchissants grâce au jus de citron, l'Angostura Bitter apporte en plus une petite pointe d'amertume très appréciable rendant par la même occasion cette recette un peu plus riche en saveurs."
Cliquet,/media/k2/items/cache/78a38d90a5f5af5857b8e93fa4dd5a84_S.jpg,Le Cliquet : un cocktail au nom francophone qui désigne un système mécanique.,Direct au verre; Jus d’orange; Whisky,4 cl de whisky; 1 cl de rhum brun; 1 orange,"Presser une orange et filtrer la pulpe.; Insérer des glaçons dans un verre old fashioned.; Verser directement dans le verre le whisky, le rhum et le jus d'orange.; Remuer à l'aide d'une cuillère à mélange.","La recette du cocktail Cliquet n'a pas d'origine connue, vous pouvez donc utiliser toute sorte de whisky selon votre préférence : scotch, rye ou bourbon. En français un cliquet est un système mécanique de blocage qui empêche une roue à cran de revenir en arrière, mais le rapport avec le cocktail ne semble pas évident. Le cocktail aurait plutôt tendance à avoir des origines américaines et pourrait dater d'avant la période de prohibition (1921-1933)."
Yungueño,/media/k2/items/cache/45ff2190802f9793d44160c4e551925c_S.jpg,Le Yungueño : le cocktail traditionnel de Bolivie.,Au shaker; Jus d’orange; Brandy,5 cl de brandy (Singani ou Pisco); 10 cl de jus d'orange; 2 cuillères à café de cassonnade,"Frapper au shaker avec quelques glaçons le brandy, le jus d'orange et la cassonnade.; Verser dans un verre en filtrant la glace du shaker.; Décorer optionnellement avec une tranche d'orange sur le bord du verre.","Le Yungueño est le cocktail traditionnel bolivien, il se compose de Singani qui est une eau-de-vie de vin fabriquée en Bolivie (à substituer par du pisco à défaut d'en avoir), de jus d'orange, et de sucre en poudre."
California Dream,/media/k2/items/cache/569585164bf57f8a1e8703b19497bdbc_S.jpg,Le cocktail California Dream : une recette unique qui allie la tequila avec 2 types de vermouths.,Au shaker; Vermouth blanc (Martini); Tequila; Vermouth rouge,4 cl de tequila; 2 cl de vermouth rouge (Martini...); 2 cl de vermouth blanc (Martini...),Frapper au shaker la tequila et les 2 vermouths.; Verser dans un verre à cocktail en filtrant la glace du shaker.; Insérer une cerise.,Le cocktail California Dream a la célèbre particularité d'allier la tequila avec deux types de vermouth. Seule la fameuse cerise en décoration vient accompagner ces ingrédients qui laisse ce cocktail un peu sec même si les vermouths l'adoucissent.
Kir royal,/media/k2/items/cache/85217272b4e7187cce0880e98f060661_S.jpg,Le Kir royal : quand le Champagne s'invite dans un Kir...,Direct au verre; Champagne; Crème de cassis,2 cl de crème de cassis; 10 cl de Champagne,Verser directement dans une flûte la crème de cassis puis le champagne.,"Le Kir royal est un cocktail dérivé du célèbre Kir, le champagne remplace ici le vin blanc de Bourgogne utilisé pour les kirs simples."
Suffering Bastard,/media/k2/items/cache/d521b3285331148964fc0a459a826ae3_S.jpg,"Le cocktail Suffering Bastard : une recette qui signifie ""Bâtard souffrant"".",Cocktail classique; Au shaker; Gin; Brandy; Angostura bitters; Ginger beer,"2,5 cl de gin; 2,5 cl de brandy; 2 cl de Lime Cordial; Quelques gouttes d'Angostura bitters; 8 cl de Ginger Beer","Frapper au shaker avec quelques glaçons le gin, le brandy, le lime juice cordial et l'Angostura bitters.; Filtrer dans un verre.; Compléter avec la ginger beer.; Remuer légèrement à l'aide d'une cuillère à mélange.; Insérer une tranche d'orange et décorer avec une branche de menthe.","La plupart des histoires s’accordent à dire que le Suffering Bastard a été créé dans les années 1940, mais les récits varient quant à son créateur et son origine géographique. Une théorie largement acceptée situe sa naissance à Cairo, en Égypte, pendant la Seconde Guerre mondiale, dans un bar de l’hôtel Shepheard's Hotel, qui était un lieu de rencontre populaire pour les soldats et les officiers britanniques. Selon cette version, le cocktail aurait été conçu par un barman du nom de Joe Scialom, un homme d’origine égyptienne et italienne, qui était le principal barman de l’hôtel à l’époque."
Mojito Fraise,/media/k2/items/cache/8012f255a337782bffaadea968723f36_S.jpg,Le Mojito Fraise : le cocktail préféré des français dans sa version aux fraises.,Direct au verre; Jus de citron; Eau gazeuse; Rhum; Menthe fraîche,5 cl de rhum cubain; 4 cl de jus de citron vert; 6 cl d'eau gazeuse; Quelques feuilles de menthe verte; Quelques fraises; 1 cuillère à café de sucre en poudre,"Directement dans un verre, piler la menthe fraîche avec le sucre en poudre et des morceaux de fraises.; Ajouter de la glace pilée puis verser le rhum, le jus de citron et l'eau gazeuse.; Remuer.; Décorer avec des morceaux de fraises.","Le cocktail Mojito Fraise est une récente variante du célèbre Mojito dans lequel on trouve des fraises fraîches en plus.; Si vous désirez des saveurs plus prononcés de fraises, vous pouvez inclure du sirop de fraise à l'étape 2."
Alice,/media/k2/items/cache/3b44b5000d3ada04c028c395cd05cbfb_S.jpg,Le cocktail Alice : une recette sans alcool onctueuse et fruitée.,Au shaker; Jus d’orange; Sirop de grenadine; Crème fraîche; Jus d’ananas,3 cl de sirop de grenadine; 7 cl de jus d'orange; 7 cl de jus d'ananas; 3 cl de crème liquide,"Frapper au shaker avec quelques glaçons la grenadine, le jus d'orange, le jus d'ananas et la crème liquide.; Verser dans un verre highball.","Le cocktail Alice n'a pas d'origine connue, c'est une recette qui plaira à celles et ceux qui apprécient les cocktails onctueux et fruités, et très adaptée pour les enfants."
Martini Fraise,/media/k2/items/cache/f2db05517411d6eb0e1fc32654b32d49_S.jpg,Le cocktail Martini fraise : une recette de martini en version fraise.,Au shaker; Vodka; Sirop de sucre; Fraises,4 cl de vodka; 1 cl de sirop de sucre; 6 fraises,"Piler les fraises dans la base du shaker.; Insérer dans le shaker la vodka, le sirop de sucre et quelques glaçons puis frapper.; Verser dans un verre à martini en retenant la glace.","Le cocktail Martini fraise relève des ""fresh fruit martinis"", ici dans une version à la fraise."
Apple Jack,/media/k2/items/cache/e7c0584255fa6f2981e510285a9e9e4f_S.jpg,Le Apple Jack Cocktail : une recette qui met en avant le Apple Jack.,Au verre à mélange; Calvados; Angostura bitters; Sirop de gomme,6 cl de apple jack (ou Calvados en France); 1 cl de sirop de gomme ou sucre; 2 traits d'Angostura bitters,"Remplir à moitié un verre à mélange de glaçons.; Verser le apple jack, le sirop et l'Angostura puis remuer à l'aide d'une cuillère à mélange jusqu'à refroidissement.; Filtrer dans un verre.; Tordre et déposer un zeste de citron au dessus.","Le Apple Jack Cocktail est aussi appelé ""Apple Brandy Cocktail""."
Cape Codder,/media/k2/items/cache/6faf95a407946923d692f4ddda792716_S.jpg,"Le cocktail Cape Codder : une ""vodka cranberry"" aussi appelée Cape Cod.",Direct au verre; Vodka; Jus de canneberge,5 cl de vodka; 10 cl de jus de canneberge (cranberry),Remplir le verre de glace.; Verser directement dans le verre la vodka puis le jus de canneberge.; Remuer à l'aide d'une cuillère à mélange.; Insérer une rondelle de citron vert.,"Le cocktail Cape Codder est aussi appelé Cape Cod, c'est une recette simple uniquement composée de vodka et jus de canneberge (cranberry)."
Apple Cobbler,/media/k2/items/cache/144aba6c568fde2fce1a77afef2ebf5c_S.jpg,Le cocktail Apple cobbler : une recette sans alcool fruitée et rafraîchissante.,Direct au verre; Jus de citron; Jus de pomme,15 cl de jus de pomme; 5 cl de jus de citron pressé et filtré; 4 traits d'extrait de vanille,"Verser le jus de pomme, le jus de citron et l'extrait de vanille directement dans un verre à moitié rempli de glaçons.; Décorer avec une rondelle de pomme et une cerise sur un pique en bois.","Le Apple cobbler est un long drink sans alcool composé de jus de pomme, jus de citron et extrait de vanille, ce n'est pas véritablement un cocktail de la famille des cobblers comme son nom l'indique."
Beer Buster,/media/k2/items/cache/6a3568ec75354456ab1e6b6fc1540ba0_S.jpg,Le cocktail Beer Buster : la recette qui mélange vodka et bière.,Direct au verre; Vodka; Bière,5 cl de vodka; 20 cl de bière; Tabasco,Verser la vodka dans un verre à bière ou une chope.; Ajouter quelques gouttes de Tabasco.; Compléter avec la bière.,"Le Beer Buster est un cocktail uniquement composé de vodka et de bière, c'est une recette simple que chacun pourra réaliser chez soi, la technique de réalisation et les ingrédients sont en effet à la portée de tous."
Añejo Highball,/media/k2/items/cache/ca332973fc363da77aefed58534dcd5c_S.jpg,Le Añejo Highball : un cocktail moderne riche en arômes.,Direct au verre; Jus de citron; Angostura bitters; Ginger beer; Curacao orange; Rhum ambre,5 cl de rhum vieilli (min. 8 ans d'âge); 2 cl de curaçao orange; 2 cl de jus de citron vert pressé et filtré; 6 cl de Ginger Beer; 3 ou 4 traits d'Angostura bitters,"Verser directement dans un verre rempli de glaçons le rhum, le triple sec, le jus de citron et l'Angostura.; Remuer à l'aide d'une cuillère à mélange.; Compléter avec la ginger beer.; Garnir avec des demi-rondelles d'orange.","Le Añejo Highball a été créé par Dale DeGroff, l’un des barmen les plus influents du XXe siècle."
Canadian Daisy,/media/k2/items/cache/3abb66d58aa91d2b7b16f08ee38a95c0_S.jpg,"Le cocktail Canadian Daisy : une recette riche en saveurs, enrichie avec des fruits frais.",Au shaker; Jus de citron; Brandy; Eau gazeuse; Whisky; Sirop de framboise,"4 cl de whisky canadien; 1,5 cl de Cognac; 1,5 cl de jus de citron pressé et filtré; 1 cl de sirop de framboise; 7 cl d'eau gazeuse",Frapper au shaker avec de la glace tous les ingrédients sauf l'eau gazeuse.; Filtrer dans un verre rempli de glaçons.; Compléter avec l'eau gazeuse.; Décorer en insérant une rondelle de citron et 2 ou 3 framboises.,"Le Canadian Daisy est un long drink de la famille des daisies, c'est un cocktail fruité et rafraîchissant."
Irish cow,/media/k2/items/cache/23f6a067599ae98276b159b7685c0abf_S.jpg,"Le Irish Cow : un doux cocktail chaud signifiant ""vache irlandaise"".",Direct au verre; Whisky; Lait,4 cl de whisky irlandais; 11 de lait chaud; Sucre en poudre,Verser directement dans le verre le whisky et le lait chaud.; Servir avec une cuillère et du sucre.,La recette du Irish Cow se réalise aussi parfois avec du Baileys à la place du whisky pour rendre le cocktail encore plus doux.
Attention,/media/k2/items/cache/ae265ec8d02add74bcb0f72e47ec001b_S.jpg,Le cocktail Attention : une recette dont le nom vous met en garde...,Au verre à mélange; Gin; Vermouth blanc (Martini); Liqueur / crème de violette; Orange bitter; Absinthe,2 cl de gin; 2 cl de vermouth blanc (Martini...); 2 cl de liqueur de violette; 2 cl d'absinthe; 2 traits d'Orange Bitters,"Remplir à moitié le verre à mélange de glace.; Insérer le gin, le vermouth, la liqueur de violette, l'absinthe et les 2 traits d'Orange bitters.; Remuer à l'aide d'une cuillère à mélange.; Verser dans un verre à cocktail en filtrant la glace.; Insérer un zeste de citron dans le verre.","La recette du cocktail Attention qui daterait des années 1940 appelle à l'orgine à 4 parts égales des 4 premiers ingrédients. Nous vous laissons ici la recette originale mais beaucoup pensent qu'elle est très déséquilibrée et qu'il faudrait plus de gin pour le rééquilibrer, à vous de tester et de vous faire votre propre opinion."
Death in the afternoon,/media/k2/items/cache/7081cca2f9cd0c06f2cce9e93d01dda9_S.jpg,Le cocktail Death in the afternoon : une recette corsée à l'absinthe et au Champagne.,Direct au verre; Champagne; Absinthe,3 cl d'absinthe; 9 cl de Champagne,Verser dans une flûte l'absinthe puis le champagne.,"Le Death in the Afternoon est un cocktail puissant et mystérieux, mélangeant absinthe et Champagne. Sa saveur anisée, rehaussée par l’effervescence du Champagne, en fait un cocktail à la fois élégant et audacieux. Il doit son nom au célèbre écrivain Ernest Hemingway, qui en aurait lui-même conçu la recette et recommandé la dégustation avec modération…"
Abbey,/media/k2/items/cache/56dab2b3675237b0ba79395c67ee9ae4_S.jpg,Le cocktail Abbey : un mélange qui sonne un peu faux depuis la disparition du Kina Lillet.,Au shaker; Jus d’orange; Gin; Angostura bitters; Lillet,4 cl de gin; 2 cl de (Kina) Lillet *; 2 cl de jus d'orange; 1 trait d'angostura bitters,"Frapper au shaker le gin, le Lillet et le jus d'orange.; Verser dans un verre à cocktail en retenant la glace.; Ajouter un trait d'angostura bitters dans le verre.","L'histoire du cocktail Abbey est, à l'instar de nombreux cocktails traditionnels, quelque peu floue. Ce nom pourrait faire référence à une époque de sophistication et de rites religieux, et son nom suggère un lien avec les abbaye européennes, où l'on pouvait trouver de nombreux alcools et spiritueux employés dans les préparations culinaires et les boissons. Cependant, contrairement à d'autres cocktails qui sont le fruit de créateurs célèbres ou d'événements précis, le Abbey semble être né dans un contexte moins documenté, probablement dans les années 1920 ou 1930."
Knickerbocker,/media/k2/items/cache/f8a458e18503c86603dc02339a944feb_S.jpg,Le Knickerbocker : une recette parue pour la première fois en 1862 mais qui pourrait avoir 2 siècles.,Au shaker; Jus de citron; Rhum; Sirop de framboise; Curacao blanc,3 cl de rhum; 1 cl de curaçao blanc; 2 cl de citron (vert ou jaune selon votre préférence); 1 cl de sirop de framboise,"Remplir votre verre de glace pilée.; Presser et filtrer le demi-citron, puis incorporer le jus dans le shaker.; Canneler un zeste de ce demi-citron puis l'insérer dans votre verre.; Incorporer tous les autres ingrédients dans le shaker puis frapper avec quelques glaçons.; Filtrer dans un verre.; Insérer et décorer avec des fruits de saison.","Le Knickerbocker apparaît pour la première fois dans le livre ""How to Mix Drinks or The Bon Vivant’s Companion"" (1862) de Jerry Thomas, considéré comme le père de la mixologie moderne."
Navy Grog,/media/k2/items/cache/e4c07973dbc8eb2f7380bdedc4201087_S.jpg,Le Navy Grog : un cocktail tiki qui a la particularité d'être composé de 3 types de rhum.,Au shaker; Jus de citron; Eau gazeuse; Rhum; Sirop de miel; Rhum ambre,"2 cl de rhum blanc; 2 cl de rhum ambré; 2 cl de rhum Demerara; 1,5 cl de jus de citron vert filtré et pressé; 1,5 cl de sirop de miel *; 2 cl d'eau gazeuse","Insérer de la glace pilée directement dans le verre.; Frapper au shaker tous les ingrédients sauf l'eau gazeuse.; Verser dans le verre en filtrant la glace du shaker.; Ajouter l'eau gazeuse dans le verre.; Décorer au choix avec un quartier de citron vert ou d'orange, une cerise et/ou un brin de menthe.","L’histoire du Navy Grog remonte aux traditions des marins britanniques du XVIIIe siècle, qui recevaient quotidiennement une ration de grog, un mélange de rhum, d’eau et de citron destiné à prévenir le scorbut et à améliorer la conservation de l’eau potable à bord des navires."
Whiskey Julep,/media/k2/items/cache/3a9297ca78720986dccc8a65ce802a33_S.jpg,Le Whiskey Julep : un cocktail aujourd'hui identique au Mint Julep.,Direct au verre; Whisky; Menthe fraîche,5 cl de whiskey (irlandais ou américain); 1 cuillère à café de sucre en poudre; 5 à 7 feuilles de menthe fraîche,"Directement dans un verre old fashioned, piler la menthe avec le sucre en poudre et 1 ou 2 cuillères à café d'eau.; Remplir le verre de la glace pilée puis verser le whisky.; Remuer délicatement à l'aide d'une cuillère à mélange.; Insérer une branche de menthe.","Le cocktail Whiskey Julep fait partie de la famille des ""juleps"" dont le cocktail le plus célèbre est le Mint Julep. Ces deux recettes sont quasiment identiques, la seule différence est que le Mint Julep se réalise très précisément avec du whisky bourbon.; S'il existe 2 noms distincts pour une recette quasi identique, c'est parce qu'à l'origine le Mint Julep n'était pas forcément fait avec du whisky. Le Mint Julep était au départ réalisé avec n'importe quel spiriteux, puis en 1862 dans ""How to mix drinks"", Jerry Thomas appelle à le réaliser avec du brandy et rhum (plus d'informations sur la page du Mint Julep). Le Whiskey Julep apparaît aussi en 1862 dans ce même ouvrage de Jerry Thomas."
Poor Man's Black Velvet,/media/k2/items/cache/f7b9be29873ad525695063e6e748eae3_S.jpg,Le cocktail Poor man's Black Velvet : une variante du fameux Black Velvet.,Direct au verre; Bière; Cidre,5/10 de bière brune; 5/10 de cidre brut,Verser directement dans le verre la bière brune puis le cidre brut.,"Le cocktail Poor man's Black Velvet est une variante du célèbre Black Velvet. Cette variante dans lequel on remplace le Champagne par du cidre pourrait se traduire par ""Le Black Velvet du pauvre""."
Bloody Orange,/media/k2/items/cache/b42628f79a294675b36162209f86e045_S.jpg,Le cocktail Bloody Orange : une variante sans alcool du célèbre Bloody Mary.,Au shaker; Jus d’orange; Jus de pomme; Jus de betterave,7 cl de jus d'orange; 7 cl de jus de pomme; 6 cl de jus de betterave,"Frapper au shaker le jus d'orange, le jus de pomme et le jus de betterave.; Verser dans le verre en filtrant la glace du shaker.; Décorer optionnellement avec une tranche d'orange.","Le cocktail Bloody Orange est une variante sans alcool du célèbre Bloody Mary. Le jus de betterave vient apporter l'aspect sanglant au cocktail (""Bloody""), sa présence a d'ailleurs la particularité d'allier jus de fruits et de légumes dans une même recette."
Chiquita,/media/k2/items/cache/7ced67c0d648122bcae10129de981341_S.jpg,Le cocktail Chiquita : une recette aux saveurs prédominantes de banane.,Au blender; Jus de citron; Vodka; Liqueur / crème de banane; Sirop d’orgeat,"6 cl de vodka; 1,5 cl de liqueur de banane; 1/2 banane coupée en rondelles; 1,5 cl de jus de citron vert pressé et filtré; 1 cl de sirop d'orgeat",Mixer au blender tous les ingrédients avec de la glace.; Verser dans le verre.; Décorer avec la moitié de banane restante.,"L'origine précise du cocktail Chiquita n'est pas connue, même si on pourrait trouver un début de réponse dans une entreprise espagnole produisant des bananes et portant ce nom. Toujours est-il que les chiquitas sont des cocktails dont la recette nous offre une panoplie de saveurs et qui se doit d'être essayée."
Peach & Love,/media/k2/items/cache/24051f1a73d7ccf80aa0e781a6178da9_S.jpg,Le cocktail Peach & Love : une recette fruitée à base de cidre.,Direct au verre; Jus de citron; Cidre; Nectar de pêche,2 cl de jus de citron pressé et filtré; 6 cl de nectar de pêche; 5 cl de cidre,Verser directement dans le verre le jus de citron et le nectar de pêche.; Compléter avec le cidre.,Peu d'information sur l'origine du cocktail Peach and Love même s'il est probable qu'il soit d'origine bretonne.
